,timestamp,FullName,CurrentEmploymentType,CurrentEmploymentTitle,location,lat,long,Encounter_FullName,Encounter_CurrentEmploymentType,Encounter_CurrentEmploymentTitle,Encounter_time_diff_minutes
15,2014-01-06 07:38:00,"Lais, Cornelia",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Vann, Edvard",Security,Perimeter Control,-10.0
16,2014-01-06 07:38:00,"Lais, Cornelia",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Fusil, Stenig",Security,Building Control,-3.0
17,2014-01-06 07:38:00,"Lais, Cornelia",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Flecha, Sven",Information Technology,IT Technician,-1.0000000000000002
18,2014-01-06 07:38:00,"Lais, Cornelia",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Bramar, Mat",,,5.0
19,2014-01-06 07:38:00,"Lais, Cornelia",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Tempestad, Brand",Engineering,Drill Technician,5.0
20,2014-01-06 07:42:00,"Bergen, Linnea",Information Technology,IT Group Manager,Coffee Cameleon,36.05466202482758,24.88979589586207,"Ovan, Bertrand",Facilities,Facilities Group Manager,7.0
21,2014-01-06 07:43:00,"Bramar, Mat",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Fusil, Stenig",Security,Building Control,-8.000000000000002
22,2014-01-06 07:43:00,"Bramar, Mat",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Flecha, Sven",Information Technology,IT Technician,-6.0
23,2014-01-06 07:43:00,"Bramar, Mat",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Lais, Cornelia",,,-5.0
24,2014-01-06 07:43:00,"Bramar, Mat",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Tempestad, Brand",Engineering,Drill Technician,0.0
25,2014-01-06 07:43:00,"Bramar, Mat",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Osvaldo, Hennie",Security,Perimeter Control,9.0
26,2014-01-06 07:43:00,"Tempestad, Brand",Engineering,Drill Technician,Brew've Been Served,36.05407241084112,24.90122133514019,"Fusil, Stenig",Security,Building Control,-8.000000000000002
27,2014-01-06 07:43:00,"Tempestad, Brand",Engineering,Drill Technician,Brew've Been Served,36.05407241084112,24.90122133514019,"Flecha, Sven",Information Technology,IT Technician,-6.0
28,2014-01-06 07:43:00,"Tempestad, Brand",Engineering,Drill Technician,Brew've Been Served,36.05407241084112,24.90122133514019,"Lais, Cornelia",,,-5.0
29,2014-01-06 07:43:00,"Tempestad, Brand",Engineering,Drill Technician,Brew've Been Served,36.05407241084112,24.90122133514019,"Bramar, Mat",,,0.0
30,2014-01-06 07:43:00,"Tempestad, Brand",Engineering,Drill Technician,Brew've Been Served,36.05407241084112,24.90122133514019,"Osvaldo, Hennie",Security,Perimeter Control,9.0
31,2014-01-06 07:47:00,"Arpa, Emile",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Orilla, Kare",Engineering,Drill Technician,1.0000000000000002
32,2014-01-06 07:47:00,"Arpa, Emile",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,7.0
33,2014-01-06 07:47:00,"Arpa, Emile",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,7.0
34,2014-01-06 07:47:00,"Arpa, Emile",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,8.000000000000002
35,2014-01-06 07:48:00,"Orilla, Kare",Engineering,Drill Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Arpa, Emile",,,-1.0000000000000002
36,2014-01-06 07:48:00,"Orilla, Kare",Engineering,Drill Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,6.0
37,2014-01-06 07:48:00,"Orilla, Kare",Engineering,Drill Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,6.0
38,2014-01-06 07:48:00,"Orilla, Kare",Engineering,Drill Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,7.0
39,2014-01-06 07:49:00,"Ovan, Bertrand",Facilities,Facilities Group Manager,Coffee Cameleon,36.05466202482758,24.88979589586207,"Bergen, Linnea",Information Technology,IT Group Manager,-7.0
40,2014-01-06 07:49:00,"Ovan, Bertrand",Facilities,Facilities Group Manager,Coffee Cameleon,36.05466202482758,24.88979589586207,"Nubarron, Adra",Engineering,Geologist,5.0
41,2014-01-06 07:52:00,"Osvaldo, Hennie",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Bramar, Mat",,,-9.0
42,2014-01-06 07:52:00,"Osvaldo, Hennie",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Tempestad, Brand",Engineering,Drill Technician,-9.0
43,2014-01-06 07:52:00,"Osvaldo, Hennie",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Varja",Security,Badging Office,3.0
44,2014-01-06 07:52:00,"Osvaldo, Hennie",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,7.0
45,2014-01-06 07:52:00,"Osvaldo, Hennie",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,8.000000000000002
46,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Arpa, Emile",,,-7.0
47,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Orilla, Kare",Engineering,Drill Technician,-6.0
48,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,0.0
49,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,1.0000000000000002
50,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Ribera, Anda",,,6.0
51,2014-01-06 07:54:00,"Calixto, Nils",Information Technology,IT Technician,Hallowed Grounds,36.06365039796875,24.8859114321875,"Dedos, Lidelse",Engineering,Engineering Group Manager,7.0
52,2014-01-06 07:54:00,"Nubarron, Adra",Engineering,Geologist,Coffee Cameleon,36.05466202482758,24.88979589586207,"Ovan, Bertrand",Facilities,Facilities Group Manager,-5.0
53,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Arpa, Emile",,,-7.0
54,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Orilla, Kare",Engineering,Drill Technician,-6.0
55,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,0.0
56,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,1.0000000000000002
57,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Ribera, Anda",,,6.0
58,2014-01-06 07:54:00,"Pantanal, Rachel",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Dedos, Lidelse",Engineering,Engineering Group Manager,7.0
59,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Arpa, Emile",,,-8.000000000000002
60,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Orilla, Kare",Engineering,Drill Technician,-7.0
61,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,-1.0000000000000002
62,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,-1.0000000000000002
63,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Ribera, Anda",,,5.0
64,2014-01-06 07:55:00,"Alcazar, Lucas",Information Technology,IT Helpdesk,Hallowed Grounds,36.06365039796875,24.8859114321875,"Dedos, Lidelse",Engineering,Engineering Group Manager,6.0
65,2014-01-06 07:55:00,"Lagos, Varja",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Osvaldo, Hennie",Security,Perimeter Control,-3.0
66,2014-01-06 07:55:00,"Lagos, Varja",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,4.000000000000001
67,2014-01-06 07:55:00,"Lagos, Varja",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,5.0
68,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Osvaldo, Hennie",Security,Perimeter Control,-7.0
69,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Varja",Security,Badging Office,-4.000000000000001
70,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,1.0000000000000002
71,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,7.0
72,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,7.0
73,2014-01-06 07:59:00,"Ferro, Inga",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,8.000000000000002
74,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Osvaldo, Hennie",Security,Perimeter Control,-8.000000000000002
75,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Varja",Security,Badging Office,-5.0
76,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,-1.0000000000000002
77,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,6.0
78,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,6.0
79,2014-01-06 08:00:00,"Mies Haber, Ruscella",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,7.0
80,2014-01-06 08:00:00,"Ribera, Anda",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,-6.0
81,2014-01-06 08:00:00,"Ribera, Anda",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,-6.0
82,2014-01-06 08:00:00,"Ribera, Anda",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,-5.0
83,2014-01-06 08:00:00,"Ribera, Anda",,,Hallowed Grounds,36.06365039796875,24.8859114321875,"Dedos, Lidelse",Engineering,Engineering Group Manager,1.0000000000000002
84,2014-01-06 08:01:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Hallowed Grounds,36.06365039796875,24.8859114321875,"Calixto, Nils",Information Technology,IT Technician,-7.0
85,2014-01-06 08:01:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Hallowed Grounds,36.06365039796875,24.8859114321875,"Pantanal, Rachel",,,-7.0
86,2014-01-06 08:01:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Hallowed Grounds,36.06365039796875,24.8859114321875,"Alcazar, Lucas",Information Technology,IT Helpdesk,-6.0
87,2014-01-06 08:01:00,"Dedos, Lidelse",Engineering,Engineering Group Manager,Hallowed Grounds,36.06365039796875,24.8859114321875,"Ribera, Anda",,,-1.0000000000000002
88,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,-7.0
89,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,-6.0
90,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,0.0
91,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,1.0000000000000002
92,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Herrero, Kanon",Security,Badging Office,10.0
93,2014-01-06 08:06:00,"Bodrogi, Loreto",Security,Site Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Linda",,,10.0
94,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,-7.0
95,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,-6.0
96,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,0.0
97,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,1.0000000000000002
98,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Herrero, Kanon",Security,Badging Office,10.0
99,2014-01-06 08:06:00,"Mies, Minke",Security,Perimeter Control,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Linda",,,10.0
100,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Ferro, Inga",Security,Site Control,-8.000000000000002
101,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies Haber, Ruscella",,,-7.0
102,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,-1.0000000000000002
103,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,-1.0000000000000002
104,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Herrero, Kanon",Security,Badging Office,9.0
105,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Linda",,,9.0
106,2014-01-06 08:07:00,"Resumir, Felix",Security,Security Group Manager,Brew've Been Served,36.05407241084112,24.90122133514019,"Coginian, Dante",,,10.0
107,2014-01-06 08:16:00,"Herrero, Kanon",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,-10.0
108,2014-01-06 08:16:00,"Herrero, Kanon",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,-10.0
109,2014-01-06 08:16:00,"Herrero, Kanon",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,-9.0
110,2014-01-06 08:16:00,"Herrero, Kanon",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Linda",,,0.0
111,2014-01-06 08:16:00,"Herrero, Kanon",Security,Badging Office,Brew've Been Served,36.05407241084112,24.90122133514019,"Coginian, Dante",,,1.0000000000000002
112,2014-01-06 08:16:00,"Lagos, Linda",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Bodrogi, Loreto",Security,Site Control,-10.0
113,2014-01-06 08:16:00,"Lagos, Linda",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Mies, Minke",Security,Perimeter Control,-10.0
114,2014-01-06 08:16:00,"Lagos, Linda",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,-9.0
115,2014-01-06 08:16:00,"Lagos, Linda",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Herrero, Kanon",Security,Badging Office,0.0
116,2014-01-06 08:16:00,"Lagos, Linda",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Coginian, Dante",,,1.0000000000000002
117,2014-01-06 08:17:00,"Coginian, Dante",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Resumir, Felix",Security,Security Group Manager,-10.0
118,2014-01-06 08:17:00,"Coginian, Dante",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Herrero, Kanon",Security,Badging Office,-1.0000000000000002
119,2014-01-06 08:17:00,"Coginian, Dante",,,Brew've Been Served,36.05407241084112,24.90122133514019,"Lagos, Linda",,,-1.0000000000000002
120,2014-01-06 12:00:00,"Azada, Lars",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Balas, Felix",Engineering,Engineer,0.0
121,2014-01-06 12:00:00,"Azada, Lars",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
122,2014-01-06 12:00:00,"Azada, Lars",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
123,2014-01-06 12:00:00,"Azada, Lars",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
124,2014-01-06 12:00:00,"Balas, Felix",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
125,2014-01-06 12:00:00,"Balas, Felix",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
126,2014-01-06 12:00:00,"Balas, Felix",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
127,2014-01-06 12:00:00,"Balas, Felix",Engineering,Engineer,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
128,2014-01-06 12:00:00,"Barranco, Ingrid",Executive,SVP/CFO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Borrasca, Isande",Engineering,Drill Technician,0.0
129,2014-01-06 12:00:00,"Barranco, Ingrid",Executive,SVP/CFO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Campo-Corrente, Ada",Executive,SVP/CIO,0.0
130,2014-01-06 12:00:00,"Baza, Isak",Information Technology,IT Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Orilla, Elsa",Engineering,Drill Technician,0.0
131,2014-01-06 12:00:00,"Baza, Isak",Information Technology,IT Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Strum, Orhan",Executive,SVP/COO,0.0
132,2014-01-06 12:00:00,"Baza, Isak",Information Technology,IT Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
133,2014-01-06 12:00:00,"Borrasca, Isande",Engineering,Drill Technician,Brewed Awakenings,36.05352484433333,24.880528384666665,"Barranco, Ingrid",Executive,SVP/CFO,0.0
134,2014-01-06 12:00:00,"Borrasca, Isande",Engineering,Drill Technician,Brewed Awakenings,36.05352484433333,24.880528384666665,"Campo-Corrente, Ada",Executive,SVP/CIO,0.0
135,2014-01-06 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
136,2014-01-06 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Balas, Felix",Engineering,Engineer,0.0
137,2014-01-06 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
138,2014-01-06 12:00:00,"Calzas, Axel",Engineering,Drill Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
139,2014-01-06 12:00:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Barranco, Ingrid",Executive,SVP/CFO,0.0
140,2014-01-06 12:00:00,"Campo-Corrente, Ada",Executive,SVP/CIO,Brewed Awakenings,36.05352484433333,24.880528384666665,"Borrasca, Isande",Engineering,Drill Technician,0.0
141,2014-01-06 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
142,2014-01-06 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Balas, Felix",Engineering,Engineer,0.0
143,2014-01-06 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
144,2014-01-06 12:00:00,"Cazar, Gustav",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Frente, Vira",Engineering,Hydraulic Technician,0.0
145,2014-01-06 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Azada, Lars",Engineering,Engineer,0.0
146,2014-01-06 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Balas, Felix",Engineering,Engineer,0.0
147,2014-01-06 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Calzas, Axel",Engineering,Drill Technician,0.0
148,2014-01-06 12:00:00,"Frente, Vira",Engineering,Hydraulic Technician,Bean There Done That,36.0501965806383,24.877769986808513,"Cazar, Gustav",Engineering,Hydraulic Technician,0.0
149,2014-01-06 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
150,2014-01-06 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Strum, Orhan",Executive,SVP/COO,0.0
151,2014-01-06 12:00:00,"Orilla, Elsa",Engineering,Drill Technician,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
152,2014-01-06 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
153,2014-01-06 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Orilla, Elsa",Engineering,Drill Technician,0.0
154,2014-01-06 12:00:00,"Strum, Orhan",Executive,SVP/COO,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,0.0
155,2014-01-06 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Baza, Isak",Information Technology,IT Technician,0.0
156,2014-01-06 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Orilla, Elsa",Engineering,Drill Technician,0.0
157,2014-01-06 12:00:00,"Vasco-Pais, Willem",Executive,Environmental Safety Advisor,Jack's Magical Beans,36.051268093513514,24.878158747567568,"Strum, Orhan",Executive,SVP/COO,0.0
158,2014-01-06 13:18:00,"Forluniau, Carla",,,Abila Zacharo,36.06293780064516,24.851925813870967,"Barranco, Ingrid",Executive,SVP/CFO,9.0
159,2014-01-06 13:18:00,"Forluniau, Carla",,,Abila Zacharo,36.06293780064516,24.851925813870967,"Herrero, Kanon",Security,Badging Office,9.0
160,2014-01-06 13:19:00,"Lagos, Varja",Security,Badging Office,Kalami Kafenion,36.06501389428571,24.853683928333332,"Mies Haber, Ruscella",,,9.0
